0y,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
1438.3,0.19351842617264184,-0.26882393278590727,-0.006860786174140191,0.1205255711723273,0.6549030215654621,-1.3272225505195583,-1.4390175518835588,-0.6441805951910505,-0.07872590126667087,0.1507620406340741,0.7337765288568731,0.4791704306429258,-1.0163516718580088,0.4268020814287935,-1.053561836286033,-0.22986345795345917,-0.7672771373516759,-0.5463803038532176,-0.25479961796332307,-0.44745065546649837,0.9973528586760024,-0.8473323258503956,-0.5019872014727909,-0.4314214901934998,-0.45793558732389994,1.2548359593206921,-0.10524905164878255,-0.04207403972228043,-0.24237675641167236
1654.0,-0.6808793628061282,-0.26882393278590727,-0.006860786174140191,-1.1651562521343661,-1.3570927433851083,-0.41406116287333566,-0.0920896618822632,-0.7400219815039389,-0.4926444450930096,0.05881881238728312,0.7337765288568731,0.4791704306429258,1.3634693280796428,0.4268020814287935,-1.053561836286033,-0.22986345795345917,-0.7672771373516759,-0.5463803038532176,-0.25479961796332307,-0.44745065546649837,0.9973528586760024,-0.8473323258503956,-0.5019872014727909,-0.4314214901934998,-0.45793558732389994,1.2548359593206921,-0.10524905164878255,-0.04207403972228043,-0.24237675641167236
4436.0,0.5682603357349718,1.2850827430419256,-0.006860786174140191,-1.1651562521343661,0.6549030215654621,-1.3272225505195583,1.2992018182746103,-0.5594385874822764,-0.1321347456313598,0.019373137177303393,0.8599867162919372,0.2608779055057579,0.7874158333897422,0.4268020814287935,0.9491611840507694,-0.22986345795345917,-0.7672771373516759,-0.5463803038532176,-0.25479961796332307,-0.44745065546649837,0.9973528586760024,-0.8473323258503956,1.992082660805105,-0.4314214901934998,-0.45793558732389994,-0.7969169137783534,-0.10524905164878255,-0.04207403972228043,-0.24237675641167236
5937.0,0.31843239602675183,1.2850827430419256,0.3676587214733757,-0.5223153404810195,-0.3510948609098231,-0.41406116287333566,1.173504979500473,-0.38431748608074867,-0.47484149697144656,-0.04791654406325026,0.22893577911661644,0.17099274809633563,0.26896768816883165,0.4268020814287935,0.9491611840507694,-0.22986345795345917,1.3033100444667,-0.5463803038532176,-0.25479961796332307,-0.44745065546649837,0.9973528586760024,-0.8473323258503956,-0.5019872014727909,2.317918839767103,-0.45793558732389994,-0.7969169137783534,-0.10524905164878255,-0.04207403972228043,-0.24237675641167236
11477.0,-0.05630951353557817,0.5081294051280092,-0.5062201297041613,1.4062073944790208,-0.3510948609098231,0.4991002247728869,-1.4390175518835588,0.45250574332393134,0.028091787462706984,-0.9087603971751608,-1.5800769074526366,-0.09438247854100631,-1.0163516718580088,0.4268020814287935,0.9491611840507694,-0.22986345795345917,1.3033100444667,-0.5463803038532176,-0.25479961796332307,-0.44745065546649837,0.9973528586760024,-0.8473323258503956,1.992082660805105,-0.4314214901934998,-0.45793558732389994,-0.7969169137783534,-0.10524905164878255,-0.04207403972228043,-0.24237675641167236
4969.0,-0.6808793628061282,-1.0457772706998238,-0.6310599655866667,1.4062073944790208,0.6549030215654621,-0.41406116287333566,-0.40633175881760664,-0.35001428842630095,-0.7552379298860634,-0.8423408411230626,-1.369726595060863,-1.0916797012264998,-0.4078951680918013,0.4268020814287935,-1.053561836286033,-0.22986345795345917,-0.7672771373516759,1.8302270285874882,-0.25479961796332307,-0.44745065546649837,-1.0026541672798792,1.1801744952859212,1.992082660805105,-0.4314214901934998,-0.45793558732389994,-0.7969169137783534,-0.10524905164878255,-0.04207403972228043,-0.24237675641167236
6347.0,1.0679162151514119,-0.26882393278590727,1.366377408533418,0.763366482825674,0.6549030215654621,-0.41406116287333566,-1.4390175518835588,-0.10792547950191832,-1.3115800586849058,-0.9374745283941902,-0.8648858453206063,-1.4340993485004894,-1.0163516718580088,0.4268020814287935,-1.053561836286033,-0.22986345795345917,1.3033100444667,-0.5463803038532176,-0.25479961796332307,-0.44745065546649837,-1.0026541672798792,1.1801744952859212,-0.5019872014727909,-0.4314214901934998,-0.45793558732389994,1.2548359593206921,-0.10524905164878255,-0.04207403972228043,-0.24237675641167236
3040.0,-1.0556212723684582,0.5081294051280092,-1.3800989808816984,-1.8079971637877128,-1.3570927433851083,-0.41406116287333566,0.9122527263620698,-0.6776425997819975,-0.01196484581080971,0.3546613764621311,0.3551459665516806,-0.21850960067782707,1.2446582947998508,0.4268020814287935,-1.053561836286033,-0.22986345795345917,-0.7672771373516759,1.8302270285874882,-0.25479961796332307,-0.44745065546649837,-1.0026541672798792,1.1801744952859212,1.992082660805105,-0.4314214901934998,-0.45793558732389994,-0.7969169137783534,-0.10524905164878255,-0.04207403972228043,-0.24237675641167236
18570.0,-0.5559653929520182,-1.0457772706998238,-0.7558998014691719,-0.5223153404810195,-0.3510948609098231,-0.41406116287333566,0.892535575181813,1.0206934216703727,-0.05647221611471715,-0.10360455612439812,0.5654962789434542,0.26943839668760766,-0.6491175689931973,0.4268020814287935,0.9491611840507694,-0.22986345795345917,-0.7672771373516759,-0.5463803038532176,-0.25479961796332307,2.2348833056404023,-1.0026541672798792,-0.8473323258503956,-0.5019872014727909,2.317918839767103,-0.45793558732389994,-0.7969169137783534,-0.10524905164878255,-0.04207403972228043,-0.24237675641167236
3239.0,1.692486064421962,-0.26882393278590727,-0.006860786174140191,-1.8079971637877128,-0.3510948609098231,-0.41406116287333566,1.4643329594092616,-0.7048448170302697,-0.6217158189743411,0.06606985562441174,1.1124070911620656,0.17099274809633563,1.6010913946392265,0.4268020814287935,-1.053561836286033,-0.22986345795345917,1.3033100444667,-0.5463803038532176,-0.25479961796332307,-0.44745065546649837,0.9973528586760024,-0.8473323258503956,-0.5019872014727909,-0.4314214901934998,-0.45793558732389994,1.2548359593206921,-0.10524905164878255,-0.04207403972228043,-0.24237675641167236
